"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000149923",2041.46910126065,0.246987415680926,0.0534875096192629,4.61766527249151,3.88081572408523e-06,1.17420369824611e-05,"PPP4C","5531","protein phosphatase 4 catalytic subunit"
"ENSG00000139304",11.3813847987164,-3.22848809194785,0.699270930257086,-4.61693451315201,3.89450098506674e-06,1.17810253526095e-05,"PTPRQ","374462","protein tyrosine phosphatase receptor type Q"
"ENSG00000060688",410.606071606404,-0.439712885292249,0.0952521824667461,-4.61630247103008,3.90637481905027e-06,1.1814519204425e-05,"SNRNP40","9410","small nuclear ribonucleoprotein U5 subunit 40"
"ENSG00000120948",1216.48413987918,-0.274926327557427,0.0595649561114497,-4.61557173051588,3.92014609736851e-06,1.18537368040659e-05,"TARDBP","23435","TAR DNA binding protein"
"ENSG00000157036",235.619292002901,-0.557726640662593,0.120867090806742,-4.61437962095372,3.942712103996e-06,1.1919526356655e-05,"EXOG","9941","exo/endonuclease G"
"ENSG00000164953",127.414282620063,0.740520597758369,0.160525945238715,4.61308978219785,3.96726829196974e-06,1.19913043656788e-05,"TMEM67","91147","transmembrane protein 67"
"ENSG00000026950",280.788550382968,0.516254668248398,0.111922144010993,4.61262311234576,3.97618889779207e-06,1.2015803152688e-05,"BTN3A1","11119","butyrophilin subfamily 3 member A1"
"ENSG00000167766",297.993456288672,0.491300378174404,0.106565393819269,4.61031823339978,4.0205303947652e-06,1.21473097494976e-05,"ZNF83","55769","zinc finger protein 83"
"ENSG00000040341",369.83092655654,-0.473488057329379,0.102719176789451,-4.60953905715105,4.03562716231881e-06,1.21904228567851e-05,"STAU2","27067","staufen double-stranded RNA binding protein 2"
"ENSG00000120159",214.13700097844,-0.600290003392285,0.130270526954535,-4.60802621610482,4.06509418639864e-06,1.22769176473654e-05,"CAAP1","79886","caspase activity and apoptosis inhibitor 1"
"ENSG00000049656",2078.73820991603,0.238234247653144,0.0517071676391973,4.60737376519048,4.07786612659653e-06,1.2312966804708e-05,"CLPTM1L","81037","CLPTM1 like"
"ENSG00000186106",230.750833665066,0.574403441091145,0.124679173783761,4.60705203330405,4.08417828205294e-06,1.23295001066973e-05,"ANKRD46","157567","ankyrin repeat domain 46"
"ENSG00000166313",811.100712841455,-0.318606919687686,0.0691654442762545,-4.60644651417453,4.09608354962329e-06,1.23629079161065e-05,"APBB1","322","amyloid beta precursor protein binding family B member 1"
"ENSG00000204767",178.953687117866,0.672775245841645,0.146057350047319,4.60624025852642,4.1001463832806e-06,1.23726366496293e-05,"INSYN2B","100131897","inhibitory synaptic factor family member 2B"
"ENSG00000120800",736.246347345931,-0.363993368900506,0.0790280617643934,-4.60587493573714,4.10735200893392e-06,1.23918431745482e-05,"UTP20","27340","UTP20 small subunit processome component"
"ENSG00000133107",87.0920801262018,0.901774421531633,0.195842288752033,4.60459498956031,4.13269352702162e-06,1.24657464595261e-05,"TRPC4","7223","transient receptor potential cation channel subfamily C member 4"
"ENSG00000106392",457.719388029589,-0.414445160910929,0.0900176927020619,-4.60404114425203,4.14370543438281e-06,1.24964048888753e-05,"C1GALT1","56913","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
"ENSG00000126261",1529.96059913024,-0.27172493698488,0.059057556389537,-4.6010189651704,4.20429141694742e-06,1.26765235071545e-05,"UBA2","10054","ubiquitin like modifier activating enzyme 2"
"ENSG00000116752",366.311552357948,-0.463643063463805,0.100778110139954,-4.60063264552122,4.21209692886031e-06,1.26974605313036e-05,"BCAS2","10286","BCAS2 pre-mRNA processing factor"
"ENSG00000088986",2896.76178261397,-0.218143154481205,0.0474219825218001,-4.60004291007705,4.2240392014049e-06,1.27308567996535e-05,"DYNLL1","8655","dynein light chain LC8-type 1"
"ENSG00000125657",17.4773794665837,2.33351712742168,0.507320943478501,4.59968616990591,4.23127901055069e-06,1.2750069527192e-05,"TNFSF9","8744","TNF superfamily member 9"
"ENSG00000197479",12.085736057502,3.19560778730461,0.694799164637318,4.5993258914937,4.23860269302647e-06,1.27695270829567e-05,"PCDHB11","56125","protocadherin beta 11"
"ENSG00000119509",232.538994858109,-0.568705794044897,0.123667242288777,-4.59867773809419,4.25180884564947e-06,1.28066950270145e-05,"INVS","27130","inversin"
"ENSG00000116668",78.4709698264036,1.01823736538808,0.221425507861209,4.59855495070747,4.25431508181958e-06,1.28116255978457e-05,"SWT1","54823","SWT1 RNA endoribonuclease homolog"
"ENSG00000103064",353.621229669798,-0.469314671891482,0.102076042819918,-4.59769656940407,4.27187524186592e-06,1.28618789202492e-05,"SLC7A6","9057","solute carrier family 7 member 6"
"ENSG00000103591",701.35733448296,-0.343575135694667,0.0747784073312375,-4.59457680307059,4.3362839763906e-06,1.30531358750091e-05,"AAGAB","79719","alpha and gamma adaptin binding protein"
"ENSG00000167283",1219.33169543183,0.280004073625369,0.0609599903646683,4.59324340358912,4.36409541392623e-06,1.31341715765662e-05,"ATP5MG","10632","ATP synthase membrane subunit g"
"ENSG00000172046",849.216175604182,0.323191741802472,0.0703655809760588,4.59303735319737,4.36840833515196e-06,1.31444675466455e-05,"USP19","10869","ubiquitin specific peptidase 19"
"ENSG00000145740",1074.05473904109,0.285706328799606,0.0622058869763939,4.5929146369704,4.37097889646646e-06,1.31495176517907e-05,"SLC30A5","64924","solute carrier family 30 member 5"
"ENSG00000164975",1015.8602601946,0.30206731737694,0.0657796305878536,4.59211027300476,4.3878639867988e-06,1.31976202933553e-05,"SNAPC3","6619","small nuclear RNA activating complex polypeptide 3"
"ENSG00000204256",2827.56230300451,0.226239592236713,0.0492688404210121,4.59194067291721,4.39143217591897e-06,1.32056575002436e-05,"BRD2","6046","bromodomain containing 2"
"ENSG00000138375",470.823071828815,-0.429881358165737,0.0936534159784664,-4.59013004143468,4.4296994394384e-06,1.33180151649211e-05,"SMARCAL1","50485","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
"ENSG00000183814",59.5854711571772,-1.10811249590238,0.241487415480219,-4.588696656092,4.46022005877161e-06,1.34070412453959e-05,"LIN9","286826","lin-9 DREAM MuvB core complex component"
"ENSG00000103168",258.574773011664,-0.526878681913573,0.114854408674056,-4.58736140820502,4.48883223737827e-06,1.34902955779937e-05,"TAF1C","9013","TATA-box binding protein associated factor, RNA polymerase I subunit C"
"ENSG00000116750",416.001189959983,-0.423356896301495,0.0923105131239894,-4.5862262268313,4.51329553548358e-06,1.35610498678811e-05,"UCHL5","51377","ubiquitin C-terminal hydrolase L5"
"ENSG00000052723",722.798951529188,0.340578019100592,0.0742732058997554,4.58547621547751,4.5295283864976e-06,1.36070504199351e-05,"SIKE1","80143","suppressor of IKBKE 1"
"ENSG00000154370",420.012505520197,0.418369511288545,0.0912538748587083,4.58467667193664,4.54689487590676e-06,1.36564370656438e-05,"TRIM11","81559","tripartite motif containing 11"
"ENSG00000135333",12.098410886869,5.09290356106766,1.11095068565728,4.58427509593237,4.55564135571625e-06,1.36799189691414e-05,"EPHA7","2045","EPH receptor A7"
"ENSG00000244038",4724.75336214674,0.185685559976563,0.0405091823244162,4.58378938605838,4.56624184128413e-06,1.37089574774589e-05,"DDOST","1650","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"
"ENSG00000141456",725.335822696567,-0.339432590256308,0.0740881147763252,-4.58147155290788,4.617154186606e-06,1.38589854179632e-05,"PELP1","27043","proline, glutamate and leucine rich protein 1"
"ENSG00000165775",489.375207417847,0.393371286130259,0.085870072901509,4.58100561509302,4.62745417538799e-06,1.38870738417569e-05,"FUNDC2","65991","FUN14 domain containing 2"
"ENSG00000107554",803.280738843037,-0.343859484822367,0.0750759844387694,-4.58015285970459,4.64636215806762e-06,1.39409783154724e-05,"DNMBP","23268","dynamin binding protein"
"ENSG00000121211",15.4715839935867,-2.45251008866055,0.535950993613472,-4.57599690621957,4.73957547833531e-06,1.42177617341148e-05,"MND1","84057","meiotic nuclear divisions 1"
"ENSG00000100603",809.752273355237,-0.319878649545635,0.0699214630241149,-4.57482775260743,4.76611941711855e-06,1.42944786262705e-05,"SNW1","22938","SNW domain containing 1"
"ENSG00000128606",5501.25159743428,-0.235357442244637,0.051459393482853,-4.57365363863182,4.79291923732613e-06,1.43719315808164e-05,"LRRC17","10234","leucine rich repeat containing 17"
"ENSG00000005001",11.1319706152433,3.55026307012936,0.77647084518608,4.57230698633448,4.82383505567779e-06,1.44616926465784e-05,"PRSS22","64063","serine protease 22"
"ENSG00000151726",643.798617206045,-0.345814786837887,0.0756431039617148,-4.57166309585755,4.83868460189373e-06,1.45032608628655e-05,"ACSL1","2180","acyl-CoA synthetase long chain family member 1"
"ENSG00000171155",300.302044266933,0.492715985158828,0.107777254886064,4.57161379439197,4.83982340602039e-06,1.45037245542758e-05,"C1GALT1C1","29071","C1GALT1 specific chaperone 1"
"ENSG00000164099",2041.32657807968,-0.323466232705389,0.0707722446979381,-4.57052385558731,4.8650653395582e-06,1.45764043452752e-05,"PRSS12","8492","serine protease 12"
"ENSG00000071537",3514.4552993621,0.194952266924592,0.0426566442362746,4.5702673150929,4.87102487542131e-06,1.45912936207234e-05,"SEL1L","6400","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase"
"ENSG00000198722",742.981933917188,-0.33647895552135,0.073629407788646,-4.56989897959273,4.87959368022466e-06,1.46139913958852e-05,"UNC13B","10497","unc-13 homolog B"
"ENSG00000157181",310.964771035471,0.489449803551807,0.107119061676082,4.56921294766244,4.89559174296357e-06,1.46589254587154e-05,"ODR4","54953","odr-4 GPCR localization factor homolog"
"ENSG00000132823",367.714216185236,-0.454346343372011,0.0994414246517526,-4.5689846556719,4.9009265755802e-06,1.46719187225068e-05,"OSER1","51526","oxidative stress responsive serine rich 1"
"ENSG00000171475",874.13893816621,-0.350595524309347,0.0767389404176977,-4.56867820171898,4.90809668704929e-06,1.46903998728132e-05,"WIPF2","147179","WAS/WASL interacting protein family member 2"
"ENSG00000179091",1350.29964184875,-0.268954192997695,0.0588766675697371,-4.56809469861944,4.92177671004116e-06,1.47283543457029e-05,"CYC1","1537","cytochrome c1"
"ENSG00000158125",40.2956586595946,-1.35165650162534,0.296030966661805,-4.56592942578711,4.97286063508971e-06,1.48782013885408e-05,"XDH","7498","xanthine dehydrogenase"
"ENSG00000054282",536.353585859944,0.383509459619938,0.0840124232634749,4.56491367255528,4.9969992668606e-06,1.49473868875566e-05,"SDCCAG8","10806","SHH signaling and ciliogenesis regulator SDCCAG8"
"ENSG00000049541",209.284574625637,-0.573319841303209,0.125633431305111,-4.56343375602671,5.0323693323421e-06,1.50501337703039e-05,"RFC2","5982","replication factor C subunit 2"
"ENSG00000116688",2352.37990165954,-0.232692535051605,0.0509958655157455,-4.56296863869795,5.04353508410233e-06,1.50804666401907e-05,"MFN2","9927","mitofusin 2"
"ENSG00000166189",407.808150453028,-0.425114295485404,0.0931694617304795,-4.56280725024659,5.04741496691904e-06,1.5089006446745e-05,"HPS6","79803","HPS6 biogenesis of lysosomal organelles complex 2 subunit 3"
"ENSG00000100983",714.785085685297,-0.340863001895875,0.0747309686609479,-4.56120144036082,5.08617570161006e-06,1.5201796286824e-05,"GSS","2937","glutathione synthetase"
"ENSG00000167182",264.326871661762,-0.525644955534322,0.115244122562857,-4.56114328301319,5.08758482739317e-06,1.52029248147041e-05,"SP2","6668","Sp2 transcription factor"
"ENSG00000105701",3784.1450519104,0.210508744214986,0.0461772128437014,4.55871481302926,5.14676041174341e-06,1.53734272134984e-05,"FKBP8","23770","FKBP prolyl isomerase 8"
"ENSG00000154723",650.412239152724,-0.351152062193552,0.0770289605751861,-4.55870181255791,5.14707896640414e-06,1.53734272134984e-05,"ATP5PF","522","ATP synthase peripheral stalk subunit F6"
"ENSG00000182511",55.0548830184399,-1.13056558972474,0.24800319248522,-4.55867353317282,5.14777197032259e-06,1.53734272134984e-05,"FES","2242","FES proto-oncogene, tyrosine kinase"
"ENSG00000164615",583.426621687667,0.378772734452868,0.083135632019458,4.55608173357262,5.21166637238468e-06,1.55610897480157e-05,"CAMLG","819","calcium modulating ligand"
"ENSG00000196678",134.598526167049,-0.722001758240063,0.158475379993268,-4.55592381776104,5.21558383970751e-06,1.55681041679087e-05,"ERI2","112479","ERI1 exoribonuclease family member 2"
"ENSG00000198551",235.551982758678,0.587463772678584,0.128945659515932,4.55590188055921,5.21612826578458e-06,1.55681041679087e-05,"ZNF627","199692","zinc finger protein 627"
"ENSG00000243943",231.662327486621,-0.549702795835281,0.120665111337403,-4.55560675113625,5.22345792693382e-06,1.55868238362322e-05,"ZNF512","84450","zinc finger protein 512"
"ENSG00000137760",153.70467228017,-0.680761745847619,0.149541231988506,-4.55233474270121,5.3053831752175e-06,1.58280844608007e-05,"ALKBH8","91801","alkB homolog 8, tRNA methyltransferase"
"ENSG00000116560",4075.03979336127,-0.196642237655423,0.0432152037365875,-4.55030222358849,5.35689176559603e-06,1.59785207126805e-05,"SFPQ","6421","splicing factor proline and glutamine rich"
"ENSG00000178234",567.571846692853,0.387694083540157,0.0852047282524451,4.55014752692473,5.36083167185037e-06,1.59870370659107e-05,"GALNT11","63917","polypeptide N-acetylgalactosaminyltransferase 11"
"ENSG00000196428",1052.35618509485,-0.297499527544244,0.0653854760805217,-4.54993288078037,5.36630300259764e-06,1.60001160534663e-05,"TSC22D2","9819","TSC22 domain family member 2"
"ENSG00000277117",12.0077972011088,3.12729422244435,0.687392119507553,4.5495054913995,5.37721308373561e-06,1.60294025946795e-05,"LOC102723996","102723996","ICOS ligand"
"ENSG00000028839",391.378122435255,0.439709734643695,0.0966823473815154,4.54798364492092,5.41623435515582e-06,1.61424594390873e-05,"TBPL1","9519","TATA-box binding protein like 1"
"ENSG00000153214",1121.00867418613,-0.327492588318261,0.0720165842564441,-4.54746072310361,5.42970492889166e-06,1.6179335067126e-05,"TMEM87B","84910","transmembrane protein 87B"
"ENSG00000160908",223.488280128503,0.576182458202752,0.126706992100363,4.54736118861039,5.43227258890452e-06,1.61837140520062e-05,"ZNF394","84124","zinc finger protein 394"
"ENSG00000165879",42.261973800709,1.32308664529476,0.290988319862416,4.54687200476067,5.44490881581477e-06,1.6218081270711e-05,"FRAT1","10023","FRAT regulator of WNT signaling pathway 1"
"ENSG00000162139",188.57869051081,-0.597024661836447,0.131312146048689,-4.54660653870569,5.451777908036e-06,1.62352602159294e-05,"NEU3","10825","neuraminidase 3"
"ENSG00000146757",132.071385951988,0.736773308401952,0.162091562125559,4.54541432472119,5.48272957993845e-06,1.63241350604309e-05,"ZNF92","168374","zinc finger protein 92"
"ENSG00000152558",3159.74693532526,0.204592405709219,0.0450600103990966,4.540442931485,5.61361722688144e-06,1.6709534619893e-05,"TMEM123","114908","transmembrane protein 123"
"ENSG00000136932",80.6243285067016,-0.917842260400146,0.202149552295573,-4.54041203642204,5.61443991299431e-06,1.6709534619893e-05,"TRMO","51531","tRNA methyltransferase O"
"ENSG00000170214",17.0391279710509,-2.42222128987565,0.533520182148279,-4.54007434193455,5.6234397054328e-06,1.67329405165897e-05,"ADRA1B","147","adrenoceptor alpha 1B"
"ENSG00000049167",113.095561028104,-0.787863426536989,0.17357363058583,-4.53907326751111,5.65020025324752e-06,1.68091746734683e-05,"ERCC8","1161","ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
"ENSG00000165733",1186.44518029218,-0.279930447537002,0.0616811665682311,-4.53834554551341,5.66973006145466e-06,1.68638711696708e-05,"BMS1","9790","BMS1 ribosome biogenesis factor"
"ENSG00000168216",289.025467584304,-0.491828573966929,0.10840085027516,-4.53712837785399,5.70253957816706e-06,1.69580363807559e-05,"LMBRD1","55788","LMBR1 domain containing 1"
"ENSG00000170881",566.29712243193,0.379281563301232,0.083619187992641,4.53581973714706,5.73801751960679e-06,1.70600972773784e-05,"RNF139","11236","ring finger protein 139"
"ENSG00000166398",770.828412379631,0.362382810010851,0.0798945762339264,4.53576233948368,5.73957842705903e-06,1.70612962601848e-05,"GARRE1","9710","granule associated Rac and RHOG effector 1"
"ENSG00000175352",464.895791387451,-0.40212455365966,0.0886645691835226,-4.53534661435416,5.75089605105333e-06,1.70914914298092e-05,"NRIP3","56675","nuclear receptor interacting protein 3"
"ENSG00000153107",557.149683958369,-0.369406739674811,0.0814519079852227,-4.53527423497348,5.7528686759055e-06,1.70939069648176e-05,"ANAPC1","64682","anaphase promoting complex subunit 1"
"ENSG00000179195",1502.36358008034,0.265039800484392,0.0584499027912376,4.53447803721796,5.77461101021431e-06,1.71550528257485e-05,"ZNF664","144348","zinc finger protein 664"
"ENSG00000184254",109.498872515925,0.809571483950987,0.178552165014958,4.53408942917699,5.78525154550268e-06,1.71831997738046e-05,"ALDH1A3","220","aldehyde dehydrogenase 1 family member A3"
"ENSG00000137133",74.5536902659001,-0.950533643982288,0.209773810920224,-4.53123123335817,5.86409084617599e-06,1.74138567179008e-05,"HINT2","84681","histidine triad nucleotide binding protein 2"
"ENSG00000172663",249.502148853611,0.53522354859429,0.118156853618571,4.5297715045974,5.90475106743474e-06,1.75310679355063e-05,"TMEM134","80194","transmembrane protein 134"
"ENSG00000074317",23.1924621484733,1.83504801336605,0.405154314004444,4.52925700143458,5.91914657466624e-06,1.75702683217384e-05,"SNCB","6620","synuclein beta"
"ENSG00000174007",67.5029805249767,1.02145855393559,0.225528256894509,4.52918214329738,5.92124385994051e-06,1.7572954492107e-05,"CEP19","84984","centrosomal protein 19"
"ENSG00000213366",265.438548958845,-0.523993249008366,0.115720195304316,-4.52810546707417,5.95148766932418e-06,1.76577326432744e-05,"GSTM2","2946","glutathione S-transferase mu 2"
"ENSG00000104783",13.8937151091435,-2.57497877327572,0.568669016916814,-4.52807994927636,5.95220625402275e-06,1.76577326432744e-05,"KCNN4","3783","potassium calcium-activated channel subfamily N member 4"
"ENSG00000245680",185.54093646313,0.6045324762122,0.133539096319862,4.52700739238329,5.9824848091956e-06,1.77439849301519e-05,"ZNF585B","92285","zinc finger protein 585B"
"ENSG00000166949",5978.95341992611,0.20198295500913,0.044628266225884,4.52589742085883,6.01397477258254e-06,1.78337948085154e-05,"SMAD3","4088","SMAD family member 3"
"ENSG00000132122",76.0843634046588,0.9890076639523,0.218534818943051,4.52562968562931,6.02159414995858e-06,1.78527971398289e-05,"SPATA6","54558","spermatogenesis associated 6"
"ENSG00000114742",592.553225635007,0.372031152736104,0.0822073295581855,4.52552290331708,6.02463560439517e-06,1.78582219504377e-05,"WDR48","57599","WD repeat domain 48"
"ENSG00000141526",5533.47882925722,0.206732468115869,0.0456941276337939,4.52426775214277,6.06049614857427e-06,1.79609073472125e-05,"SLC16A3","9123","solute carrier family 16 member 3"
"ENSG00000163131",33.5316914856783,1.62231375802865,0.35859184460466,4.52412340781821,6.06463323884843e-06,1.79695546188476e-05,"CTSS","1520","cathepsin S"
"ENSG00000139350",342.002854077234,-0.478724346704124,0.105886631147715,-4.52110282020671,6.15182966079255e-06,1.82242543800524e-05,"NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor"
"ENSG00000155592",218.082539037437,0.565810471271624,0.125160525151428,4.52067830961134,6.1641798982157e-06,1.82571710892088e-05,"ZKSCAN2","342357","zinc finger with KRAB and SCAN domains 2"
"ENSG00000132846",44.7122924212656,-1.24351097917352,0.275134707451956,-4.51964417971754,6.19436509474742e-06,1.83428878373292e-05,"ZBED3","84327","zinc finger BED-type containing 3"
"ENSG00000125630",351.454212353718,-0.478169456702253,0.105812287870839,-4.51903523044446,6.21220581519753e-06,1.83920227610247e-05,"POLR1B","84172","RNA polymerase I subunit B"
"ENSG00000163558",1521.95747543033,0.269426194679145,0.0596341738127861,4.51798318737464,6.243144007565e-06,1.84799068856182e-05,"PRKCI","5584","protein kinase C iota"
"ENSG00000156869",48.8981183567552,-1.19444136552677,0.264390829059544,-4.51771103322865,6.25117141285878e-06,1.84999526672114e-05,"FRRS1","391059","ferric chelate reductase 1"
"ENSG00000141076",781.092166848634,-0.316110335530493,0.0699869536819739,-4.516703741199,6.28096831125698e-06,1.85844029253775e-05,"UTP4","84916","UTP4 small subunit processome component"
"ENSG00000187867",13.8085851426307,-2.53653271391421,0.561727655811357,-4.51559165313029,6.31402303835195e-06,1.8678456752154e-05,"PALM3","342979","paralemmin 3"
"ENSG00000178694",130.543682365672,0.784091499173242,0.173687804386698,4.51437279630493,6.35044243659904e-06,1.87824243689738e-05,"NSUN3","63899","NOP2/Sun RNA methyltransferase 3"
"ENSG00000100335",1113.4467654801,0.278472279215423,0.0617022476782845,4.51316264307547,6.38680056745453e-06,1.88861690937289e-05,"MIEF1","54471","mitochondrial elongation factor 1"
"ENSG00000158023",88.8237426776363,-0.877701258655999,0.194496032870937,-4.51269491567687,6.40090637596414e-06,1.89240838854482e-05,"CFAP251","144406","cilia and flagella associated protein 251"
"ENSG00000100263",276.64898898597,0.517208220142097,0.114628326839256,4.51204544638762,6.42054262880695e-06,1.89783307788522e-05,"RHBDD3","25807","rhomboid domain containing 3"
"ENSG00000140396",476.327011509482,-0.39640160271118,0.0878910514766026,-4.51014746156161,6.47825775009734e-06,1.91450897776087e-05,"NCOA2","10499","nuclear receptor coactivator 2"
"ENSG00000153395",1331.86735730567,0.275467012900005,0.0611113856843743,4.50762177645139,6.55583051874341e-06,1.93704551293585e-05,"LPCAT1","79888","lysophosphatidylcholine acyltransferase 1"
"ENSG00000133392",16.7118796639519,-2.27169090941891,0.503980822253274,-4.5074947480388,6.55975539168098e-06,1.93781669598305e-05,"MYH11","4629","myosin heavy chain 11"
"ENSG00000182247",282.541560185264,-0.52119615842742,0.115656501841269,-4.50641468598735,6.59321765139117e-06,1.94731145783974e-05,"UBE2E2","7325","ubiquitin conjugating enzyme E2 E2"
"ENSG00000143569",3761.08684834776,0.199512157854708,0.0442766133741294,4.50603925302205,6.60488743873264e-06,1.95036728254942e-05,"UBAP2L","9898","ubiquitin associated protein 2 like"
"ENSG00000169016",283.859736970947,0.52049553540099,0.115529478929929,4.5053049682383,6.62776875554461e-06,1.95673188940738e-05,"E2F6","1876","E2F transcription factor 6"
"ENSG00000169727",1577.79669805532,-0.249685525600337,0.055447231434928,-4.50311979766499,6.69631114229025e-06,1.97657187292357e-05,"GPS1","2873","G protein pathway suppressor 1"
"ENSG00000213639",2208.58009605801,-0.224243873821756,0.0498101782912813,-4.50196890503817,6.73268336203978e-06,1.98691003984266e-05,"PPP1CB","5500","protein phosphatase 1 catalytic subunit beta"
"ENSG00000244242",54.0299424555011,1.21503512488065,0.269899438617216,4.50180678813442,6.73782198202917e-06,1.98802843585878e-05,"IFITM10","402778","interferon induced transmembrane protein 10"
"ENSG00000153767",215.529827509889,0.573984981298971,0.127512471911807,4.50140266825006,6.7506477089621e-06,1.99141404993361e-05,"GTF2E1","2960","general transcription factor IIE subunit 1"
"ENSG00000157450",588.29334844418,-0.368840889449656,0.0819492144866025,-4.50084716199393,6.76831617188163e-06,1.9962266107903e-05,"RNF111","54778","ring finger protein 111"
"ENSG00000175868",5.98159152971808,5.9454171185254,1.32106982860658,4.50045636482094,6.78077238553923e-06,1.99950026846893e-05,"CALCB","797","calcitonin related polypeptide beta"
"ENSG00000145358",152.609330778894,0.685010834009394,0.152266212708046,4.49877107880019,6.83474058395569e-06,2.01501113675413e-05,"DDIT4L","115265","DNA damage inducible transcript 4 like"
"ENSG00000162783",904.008641501142,-0.329625878463182,0.0733045590128728,-4.49666273014884,6.90283526478445e-06,2.03467972264786e-05,"IER5","51278","immediate early response 5"
"ENSG00000239264",145.508595652882,-0.686606515105567,0.152712253772558,-4.49608003381422,6.92176913853186e-06,2.03985270073351e-05,"TXNDC5","81567","thioredoxin domain containing 5"
"ENSG00000198898",2157.15229480999,-0.235055153633612,0.0522863138358696,-4.49553882056911,6.93939956749591e-06,2.04463956069082e-05,"CAPZA2","830","capping actin protein of muscle Z-line subunit alpha 2"
"ENSG00000215790",44.3703655663435,1.26888735165858,0.282260898795737,4.49544147656397,6.94257517592593e-06,2.0451663590405e-05,NA,NA,NA
"ENSG00000144040",278.958795976884,-0.504858270995136,0.11230793365164,-4.49530371167826,6.94707179171478e-06,2.04608201571328e-05,"SFXN5","94097","sideroflexin 5"
"ENSG00000116977",728.686261622336,0.329988941553833,0.0734094244088727,4.4951849740147,6.95094959813591e-06,2.04658973320809e-05,"LGALS8","3964","galectin 8"
"ENSG00000114745",731.077230789282,-0.321019048697721,0.0714142828816981,-4.49516589320806,6.95157294370992e-06,2.04658973320809e-05,"GORASP1","64689","golgi reassembly stacking protein 1"
"ENSG00000114270",1040.52303508725,-0.308721080156658,0.0687375919815924,-4.49129902949367,7.0790078829023e-06,2.08369119589004e-05,"COL7A1","1294","collagen type VII alpha 1 chain"
"ENSG00000133104",1337.62708321992,0.267293868296332,0.0595550524727376,4.48818122389683,7.18338110843652e-06,2.11399102987495e-05,"SPART","23111","spartin"
"ENSG00000156931",781.634644348316,0.330486361108761,0.0736457418595735,4.48751486187656,7.20587867946949e-06,2.12018846033183e-05,"VPS8","23355","VPS8 subunit of CORVET complex"
"ENSG00000169692",653.547152083953,0.345859547697654,0.0771050708156152,4.48556163737562,7.27221191824433e-06,2.13927862776617e-05,"AGPAT2","10555","1-acylglycerol-3-phosphate O-acyltransferase 2"
"ENSG00000170037",507.239492818329,-0.378680525378736,0.0844662158229251,-4.48321878385793,7.35254772499325e-06,2.16247951249153e-05,"CNTROB","116840","centrobin, centriole duplication and spindle assembly protein"
"ENSG00000116514",264.414139053581,0.512925286213172,0.114419869174378,4.48283405595809,7.36582079849177e-06,2.16595105602896e-05,"RNF19B","127544","ring finger protein 19B"
"ENSG00000171502",142.127271523253,0.69900736371673,0.156009876324459,4.48053277257256,7.44569454863702e-06,2.18900152120112e-05,"COL24A1","255631","collagen type XXIV alpha 1 chain"
"ENSG00000109920",706.437229552083,0.339863129972348,0.0759013852653276,4.47769337521697,7.54538705132266e-06,2.2178682561307e-05,"FNBP4","23360","formin binding protein 4"
"ENSG00000117525",4889.08359718809,-0.282939585927551,0.0632044831049909,-4.47657463565601,7.5850159416799e-06,2.2290720827214e-05,"F3","2152","coagulation factor III, tissue factor"
"ENSG00000198399",532.312376146401,-0.369525377787176,0.0825537026610907,-4.47618175654938,7.59897997701023e-06,2.23273060010321e-05,"ITSN2","50618","intersectin 2"
"ENSG00000114859",75.7373609441175,1.03766675073394,0.231834324914609,4.47589782538087,7.60908699193242e-06,2.23525461604744e-05,"CLCN2","1181","chloride voltage-gated channel 2"
"ENSG00000196453",296.284538832202,-0.475534240362268,0.106292612556489,-4.47382211166881,7.68336699693727e-06,2.25662540456081e-05,"ZNF777","27153","zinc finger protein 777"
"ENSG00000103199",174.445365885662,0.659710151523101,0.147509296547692,4.47232931729024,7.73721512182428e-06,2.27198797500391e-05,"ZNF500","26048","zinc finger protein 500"
"ENSG00000125378",137.59955366464,0.693369309601928,0.155041460737206,4.47215413415889,7.7435579377083e-06,2.27339754752878e-05,"BMP4","652","bone morphogenetic protein 4"
"ENSG00000182544",609.394282904666,0.348193295504359,0.0778710467252704,4.47140895296794,7.77059413685886e-06,2.28088062913814e-05,"MFSD5","84975","major facilitator superfamily domain containing 5"
"ENSG00000130589",583.17065927481,0.389420520715709,0.0870945689509266,4.47123770639623,7.77681993872569e-06,2.2818618274686e-05,"HELZ2","85441","helicase with zinc finger 2"
"ENSG00000065268",499.820273629345,-0.388079617837658,0.0867947876960569,-4.47123183475785,7.77703349123e-06,2.2818618274686e-05,"WDR18","57418","WD repeat domain 18"
"ENSG00000099864",649.560658208624,0.345533424594967,0.0773264847375215,4.46850035622145,7.87698815299381e-06,2.31072952625045e-05,"PALM","5064","paralemmin"
